yearWeekTime,rank,movieCd,movieNm,openDt,salesAmt,salesAcc,audiCnt,audiAcc,scrnCnt,showCnt
201921,1,20188941,악인전,2019-05-15,11215506350,24346634130,1281624,2761916,1217,39243
201921,2,20183867,알라딘,2019-05-23,7801728760,7803828760,873717,874017,1311,19392
201921,3,20184082,걸캅스,2019-05-09,2614105180,13149151094,310340,1538165,828,16746
201921,4,20184889,어벤져스: 엔드게임,2019-04-24,2743040190,120548126310,295376,13749020,854,12411
201921,5,20199448,어린 의뢰인,2019-05-22,1159982160,1272269160,136475,150305,671,11468
201921,6,20187981,배심원들,2019-05-15,606199360,2171777600,78092,270270,621,6487
201921,7,20199822,더 보이,2019-05-23,630189840,634199840,71212,71613,509,5809
201921,8,20198598,명탐정 피카츄,2019-05-09,376631070,5680426636,45292,680422,395,2851
201921,9,20185784,나의 특별한 형제,2019-05-01,233540520,11983999384,31643,1462437,440,2938
201921,10,20198597,교회오빠,2019-05-16,214779230,402812480,26130,47936,200,1172
201920,1,20188941,악인전,2019-05-15,12952131180,13131127780,1459298,1480292,1307,29531
201920,2,20184889,어벤져스: 엔드게임,2019-04-24,6036529390,117805086120,654108,13453644,1545,26196
201920,3,20184082,걸캅스,2019-05-09,5365221860,10535045914,635857,1227825,942,24689
201920,4,20198598,명탐정 피카츄,2019-05-09,1501319050,5303795566,181270,635130,649,8630
201920,5,20187981,배심원들,2019-05-15,1354543920,1565578240,168462,192178,784,11806
201920,6,20185784,나의 특별한 형제,2019-05-01,1234983140,11750458864,155389,1430794,741,10586
201920,7,20198183,뽀로로 극장판 보물섬 대모험,2019-04-25,240638150,5784039050,31085,752508,234,1386
201920,8,20185384,호텔 뭄바이,2019-05-08,199252800,504258400,24134,61163,201,2164
201920,9,20198597,교회오빠,2019-05-16,158456250,188033250,18239,21806,195,1024
201920,10,20197503,서스페리아,2019-05-16,169748970,185191770,18121,19684,257,1633
201919,1,20184889,어벤져스: 엔드게임,2019-04-24,16739625580,111768556730,1847217,12799536,2384,53735
201919,2,20185784,나의 특별한 형제,2019-05-01,5087738474,10515475724,614556,1275405,936,20889
201919,3,20184082,걸캅스,2019-05-09,5130168054,5169824054,587444,591968,973,15212
201919,4,20198598,명탐정 피카츄,2019-05-09,2804431866,3802476516,334142,453860,817,10714
201919,5,20198183,뽀로로 극장판 보물섬 대모험,2019-04-25,1096793530,5543400900,141133,721423,711,4665
201919,6,20185384,호텔 뭄바이,2019-05-08,289195600,305005600,34394,37029,207,2960
201919,7,20188941,악인전,2019-05-15,176748600,178996600,20713,20994,42,106
201919,8,20187981,배심원들,2019-05-15,180287320,211034320,20243,23716,193,605
201919,9,20197147,어글리 돌,2019-05-01,98855040,372052390,13275,50816,310,815
201919,10,20169323,안도 타다오,2019-04-25,61206270,211278140,7440,25540,75,434
201918,1,20184889,어벤져스: 엔드게임,2019-04-24,40673271700,95028931150,4644271,10952319,2802,78887
201918,2,20185784,나의 특별한 형제,2019-05-01,5192034250,5427737250,626061,660849,785,14892
201918,3,20198183,뽀로로 극장판 보물섬 대모험,2019-04-25,2302366190,4446607370,305274,580290,797,8006
201918,4,20198598,명탐정 피카츄,2019-05-09,998044650,998044650,119718,119718,641,3130
201918,5,20197147,어글리 돌,2019-05-01,270101350,273197350,37214,37541,353,1675
201918,6,20183096,생일,2019-04-03,168080480,9840943570,22727,1191113,403,1796
201918,7,20181877,캡틴 마블,2019-03-06,105073210,51448649813,12839,5796057,65,553
201918,8,20169323,안도 타다오,2019-04-25,83304440,150071870,10276,18100,55,516
201918,9,20060347,판의 미로 - 오필리아와 세 개의 열쇠,2006-11-30,86654600,2877300448,10117,482408,44,360
201918,10,20199736,프렌즈: 둥지탈출,2019-05-01,67156150,69406150,9935,10185,185,691
201917,1,20184889,어벤져스: 엔드게임,2019-04-24,54355659450,54355659450,6308048,6308048,2835,64165
201917,2,20198183,뽀로로 극장판 보물섬 대모험,2019-04-25,2124612180,2144241180,272699,275016,736,5153
201917,3,20183096,생일,2019-04-03,777915460,9672863090,102246,1168386,783,8971
201917,4,20183454,요로나의 저주,2019-04-17,299851350,1740917801,36065,197125,557,5099
201917,5,20180825,미성년,2019-04-11,245720160,2382388270,31204,279305,537,3503
201917,6,20198982,크게 될 놈,2019-04-18,203790550,705645420,28048,90320,422,2999
201917,7,20181877,캡틴 마블,2019-03-06,228610620,51343576603,27782,5783218,212,1395
201917,8,19990220,노팅 힐,1999-07-03,151233982,416060282,18539,49958,175,1937
201917,9,20176103,돈,2019-03-20,83834570,28867333062,10678,3388756,375,1756
201917,10,20198104,바이스,2019-04-11,82665484,1117516684,10115,131698,179,1296
201916,1,20183096,생일,2019-04-03,2493635199,8894947630,304366,1066140,878,20544
201916,2,20183454,요로나의 저주,2019-04-17,1433462451,1441066451,160214,161060,620,13035
201916,3,20180825,미성년,2019-04-11,895039970,2136668110,106513,248101,628,12157
201916,4,20185406,헬보이,2019-04-10,768606287,2686990641,91667,311910,632,12230
201916,5,20176103,돈,2019-03-20,626257210,28783498492,75297,3378078,542,7500
201916,6,20198982,크게 될 놈,2019-04-18,492229870,501854870,61169,62272,447,4258
201916,7,20181877,캡틴 마블,2019-03-06,516185350,51114965983,59097,5755436,223,2417
201916,8,20182501,왓칭,2019-04-17,375663262,390600262,44296,46139,488,6487
201916,9,20198104,바이스,2019-04-11,369443700,1034851200,44195,121583,226,4396
201916,10,20198844,아이 엠 마더,2019-04-11,259319000,702779000,31860,83953,189,3897
201915,1,20183096,생일,2019-04-03,3214113540,6401312431,386329,761774,865,21873
201915,2,20185406,헬보이,2019-04-10,1916578354,1918384354,219985,220243,726,11746
201915,3,20176103,돈,2019-03-20,1572668430,28157241282,185431,3302781,705,13556
201915,4,20180825,미성년,2019-04-11,1202855640,1241628140,137592,141588,673,10723
201915,5,20196244,샤잠!,2019-04-03,1167099986,5577191657,136321,636971,1005,16005
201915,6,20185352,어스,2019-03-27,931039000,12382168084,106340,1450903,621,9033
201915,7,20197423,공포의 묘지,2019-04-10,758068676,763547676,86527,87134,564,8192
201915,8,20183773,장난스런 키스,2019-03-27,605281250,3185508228,71764,390548,374,4535
201915,9,20198104,바이스,2019-04-11,584700900,665407500,67736,77388,241,3764
201915,10,20198403,파이브 피트,2019-04-10,532336760,594196760,60449,67395,457,5736
201914,1,20196244,샤잠!,2019-04-03,4397366671,4410091671,499848,500650,1148,25670
201914,2,20176103,돈,2019-03-20,3790357790,26584572852,447713,3117350,1082,24072
201914,3,20185352,어스,2019-03-27,3551585179,11451129084,408136,1344563,1028,21111
201914,4,20183096,생일,2019-04-03,3094011891,3187198891,365034,375445,862,18079
201914,5,20183773,장난스런 키스,2019-03-27,1206221310,2580226978,145845,318784,503,6126
201914,6,20181877,캡틴 마블,2019-03-06,927847740,50202586983,108991,5649943,562,7000
201914,7,20196025,덤보,2019-03-27,670266970,2387235222,83417,296253,565,5716
201914,8,20197092,로망,2019-04-03,314019600,372608100,40566,46938,405,3872
201914,9,20198146,콜레트,2019-03-27,103116380,287066591,12882,35223,161,890
201914,10,20198104,바이스,2019-04-11,66477000,80706600,8094,9652,12,47
201913,1,20176103,돈,2019-03-20,9215408213,22794215062,1133240,2669637,1344,40641
201913,2,20185352,어스,2019-03-27,7896069905,7899543905,936041,936427,1132,25433
201913,3,20181877,캡틴 마블,2019-03-06,2518352577,49274739243,308147,5540952,806,15514
201913,4,20196025,덤보,2019-03-27,1716968252,1716968252,212836,212836,797,8836
201913,5,20183773,장난스런 키스,2019-03-27,1290635518,1374005668,164351,172939,532,6003
201913,6,20197846,악질경찰,2019-03-20,525021110,2195255798,64847,254451,691,7510
201913,7,20175407,우상,2019-03-20,307295946,1509473048,37601,175481,616,5305
201913,8,20166301,썬키스 패밀리,2019-03-27,188011870,204455870,23812,26086,417,3635
201913,9,20197483,1919 유관순,2019-03-14,185650700,390322410,22307,46858,39,236
201913,10,20198146,콜레트,2019-03-27,173978211,183950211,21233,22341,169,1348
201912,1,20176103,돈,2019-03-20,12912834399,13578806849,1460933,1536397,1431,32409
201912,2,20181877,캡틴 마블,2019-03-06,5599970457,46756386666,632683,5232805,1599,32460
201912,3,20197846,악질경찰,2019-03-20,1658877688,1670234688,188343,189604,833,14269
201912,4,20197283,이스케이프 룸,2019-03-14,1349065553,4853040984,154892,544462,756,12034
201912,5,20175407,우상,2019-03-20,1146296102,1202177102,131806,137880,900,12286
201912,6,20197356,라스트 미션,2019-03-14,229836450,778893059,29174,93476,460,3214
201912,7,20198603,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,2019-03-21,208274940,221594940,23008,24340,94,559
201912,8,20197617,정글북: 마법 원정대,2019-03-21,174844550,174844550,22534,22534,372,1292
201912,9,20184574,그린 북,2019-01-09,110549860,3475229481,15491,409871,81,732
201912,10,20196601,항거:유관순 이야기,2019-02-27,109890300,9207950851,15082,1143978,406,1979
201911,1,20181877,캡틴 마블,2019-03-06,13947532999,41156416209,1563496,4600122,1935,65968
201911,2,20197283,이스케이프 룸,2019-03-14,3496696431,3503975431,388741,389570,850,14719
201911,3,20196601,항거:유관순 이야기,2019-02-27,693367090,9098060551,86847,1128896,618,8227
201911,4,20176103,돈,2019-03-20,623761450,665972450,70131,75464,375,816
201911,5,20182530,극한직업,2019-01-23,530906850,139494551676,64686,16243233,531,5241
201911,6,20197356,라스트 미션,2019-03-14,537548609,549056609,62995,64302,472,4720
201911,7,20185881,증인,2019-02-13,506410720,20365669721,61859,2519150,536,6591
201911,8,20177539,사바하,2019-02-20,421711970,19942028034,49235,2389760,544,5422
201911,9,20184574,그린 북,2019-01-09,158262340,3364679621,22087,394380,130,1071
201911,10,20196723,숲속왕국의 꿀벌 여왕,2019-03-14,142347040,146928040,17796,18305,372,1323
201910,1,20181877,캡틴 마블,2019-03-06,27208883210,27208883210,3036626,3036626,2100,56969
201910,2,20196601,항거:유관순 이야기,2019-02-27,2071420340,8404693461,251011,1042049,900,16791
201910,3,20177539,사바하,2019-02-20,1664306930,19520316064,192024,2340525,833,13459
201910,4,20185881,증인,2019-02-13,1419185170,19859259001,168901,2457291,843,13455
201910,5,20182530,극한직업,2019-01-23,1267152670,138963644826,148751,16178547,620,9495
201910,6,20184574,그린 북,2019-01-09,214610210,3206417281,28657,372293,145,1157
201910,7,20180937,더 페이버릿: 여왕의 여자,2019-02-21,241244190,1123283330,28592,133508,111,1375
201910,8,20177282,리노,2019-03-07,126433520,128107520,16303,16489,322,991
201910,9,20176442,자전차왕 엄복동,2019-02-27,110753020,1278688470,14554,168884,484,2438
201910,10,20195743,신데렐라:마법 반지의 비밀,2019-02-20,111093490,2090550630,14386,281705,260,1186
201909,1,20177539,사바하,2019-02-20,7860039521,17856009134,972326,2148501,1103,29405
201909,2,20196601,항거:유관순 이야기,2019-02-27,6321477121,6333273121,789844,791038,1094,18763
201909,3,20185881,증인,2019-02-13,5688626520,18440073831,728134,2288390,974,23756
201909,4,20182530,극한직업,2019-01-23,4994802480,137696492156,612517,16029796,840,19863
201909,5,20176442,자전차왕 엄복동,2019-02-27,1151320450,1167935450,152411,154330,624,8595
201909,6,20195743,신데렐라:마법 반지의 비밀,2019-02-20,979122250,1979457140,134168,267319,470,4670
201909,7,20195791,"어쩌다, 결혼",2019-02-27,531962479,541177479,69804,70827,529,5331
201909,8,20186261,드래곤 길들이기 3,2019-01-30,502324290,12277016306,68042,1498759,268,2015
201909,9,20180937,더 페이버릿: 여왕의 여자,2019-02-21,535399130,882039140,65411,104916,128,1564
201909,10,20188282,알리타: 배틀 엔젤,2019-02-05,485853110,18521129207,60860,1946206,390,2724
201908,1,20177539,사바하,2019-02-20,9977756613,9995969613,1174016,1176175,1174,28670
201908,2,20182530,극한직업,2019-01-23,7305844110,132701689676,881036,15417279,1073,29301
201908,3,20185881,증인,2019-02-13,6588602410,12751447311,823118,1560256,1047,25404
201908,4,20188282,알리타: 배틀 엔젤,2019-02-05,1494476643,18035276097,167328,1885346,637,7669
201908,5,20195743,신데렐라:마법 반지의 비밀,2019-02-20,986753890,1000334890,131642,133151,575,3733
201908,6,20195915,해피 데스데이 2 유,2019-02-14,850400580,3277406870,104255,392397,590,7015
201908,7,20186261,드래곤 길들이기 3,2019-01-30,617695910,11774692016,83043,1430717,408,2944
201908,8,20020222,해리포터와 비밀의 방,2002-12-13,695995000,695995000,79301,79301,33,1054
201908,9,20185576,콜드 체이싱,2019-02-20,642847987,645085987,78016,78303,480,5630
201908,10,20184888,메리 포핀스 리턴즈,2019-02-14,545788490,1627896230,69028,199519,508,4252
201907,1,20182530,극한직업,2019-01-23,14044709594,125395845566,1697378,14536243,1571,46337
201907,2,20185881,증인,2019-02-13,5849743241,6162844901,703375,737138,993,18172
201907,3,20188282,알리타: 배틀 엔젤,2019-02-05,4342800375,16540799454,461147,1718018,966,18228
201907,4,20195915,해피 데스데이 2 유,2019-02-14,2427006290,2427006290,288142,288142,657,9741
201907,5,20174169,기묘한 가족,2019-02-13,1661478795,1758999795,203118,216254,625,10285
201907,6,20186261,드래곤 길들이기 3,2019-01-30,1278261340,11156996106,166638,1347674,684,6309
201907,7,20184888,메리 포핀스 리턴즈,2019-02-14,1070535740,1082107740,129304,130491,573,5489
201907,8,20180868,뺑반,2019-01-30,715718430,15179172708,88953,1821147,714,6297
201907,9,20162003,명탐정 코난:전율의 악보,2019-02-14,643364000,643364000,83376,83376,213,1657
201907,10,20185478,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,255164220,4360476320,34913,558144,342,1786
201906,1,20182530,극한직업,2019-01-23,49191506029,111351135972,5544308,12838865,2003,67240
201906,2,20188282,알리타: 배틀 엔젤,2019-02-05,12014344079,12197999079,1244171,1256871,1043,23349
201906,3,20180868,뺑반,2019-01-30,6777145131,14463454278,769192,1732194,996,17510
201906,4,20186261,드래곤 길들이기 3,2019-01-30,4720447030,9878734766,557360,1181036,952,13796
201906,5,20185478,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,1694236880,4105312100,213631,523231,690,6433
201906,6,20185444,레고 무비2,2019-02-06,534583960,558927960,68501,71030,442,2912
201906,7,20184105,말모이,2019-01-09,573112110,23866802370,65190,2848736,281,2200
201906,8,20185124,러브 유어셀프 인 서울,2019-01-26,428435600,3209682900,43159,342366,100,653
201906,9,20184574,그린 북,2019-01-09,333925190,2431176674,37039,277407,86,874
201906,10,20184896,가버나움,2019-01-24,296525550,743239486,33786,87787,80,919
201905,1,20182530,극한직업,2019-01-23,34630842393,62159629943,4154994,7294557,1949,65095
201905,2,20180868,뺑반,2019-01-30,7600873047,7686309147,954106,963002,1285,22795
201905,3,20186261,드래곤 길들이기 3,2019-01-30,5071683736,5158287736,614508,623676,971,16541
201905,4,20185478,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,2399762220,2411075220,308337,309600,752,6653
201905,5,20184105,말모이,2019-01-09,941789097,23293690260,126004,2783546,783,7804
201905,6,20185124,러브 유어셀프 인 서울,2019-01-26,1052216600,2781247300,117104,299207,162,2286
201905,7,20176251,내안의 그놈,2019-01-09,308346320,16368484357,39678,1910802,589,3748
201905,8,20184896,가버나움,2019-01-24,259877080,446713936,32132,54001,111,1126
201905,9,20184574,그린 북,2019-01-09,249126610,2097251484,29716,240368,137,1027
201905,10,20189463,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,142672900,13890696553,19719,1754950,398,1421
201904,1,20182530,극한직업,2019-01-23,27359558550,27528787550,3120405,3139563,1978,47854
201904,2,20184105,말모이,2019-01-09,3534729420,22351901163,432974,2657542,1081,21251
201904,3,20176251,내안의 그놈,2019-01-09,2279443940,16060138037,274071,1871124,913,16625
201904,4,20185124,러브 유어셀프 인 서울,2019-01-26,1729030700,1729030700,182103,182103,224,1596
201904,5,20189463,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,975587810,13748023653,128264,1735231,568,5510
201904,6,20182544,글래스,2019-01-17,1024975150,4152897522,112753,452460,735,9806
201904,7,20186324,언더독,2019-01-16,396692800,1365721920,54264,176837,541,3568
201904,8,20185485,보헤미안 랩소디,2018-10-31,315811370,85994783825,43896,9910706,324,2558
201904,9,20184574,그린 북,2019-01-09,317873700,1848124874,37404,210652,220,1947
201904,10,20189385,몬스터 파크,2019-01-23,219551140,226052140,29802,30571,344,2095
201903,1,20184105,말모이,2019-01-09,8750146112,18817171743,1039649,2224568,1137,29278
201903,2,20176251,내안의 그놈,2019-01-09,7142011621,13780694097,831673,1597053,1004,25133
201903,3,20182544,글래스,2019-01-17,3119810372,3127922372,339083,339707,837,12858
201903,4,20189463,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,2041387690,12772435843,264683,1606967,835,10485
201903,5,20186324,언더독,2019-01-16,865630120,969029120,110782,122573,612,6222
201903,6,20180290,아쿠아맨,2018-12-19,834696090,43960270904,98500,5019235,663,6250
201903,7,20183915,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,676177450,2912790890,89691,379569,568,5284
201903,8,20185485,보헤미안 랩소디,2018-10-31,707920070,85678972455,81131,9866810,505,4036
201903,9,20182588,미래의 미라이,2019-01-16,615140177,642752977,74982,77985,508,4783
201903,10,20184574,그린 북,2019-01-09,640876950,1530251174,73679,173248,383,3676
201902,1,20184105,말모이,2019-01-09,8894824031,10067025631,1032940,1184919,1203,24738
201902,2,20176251,내안의 그놈,2019-01-09,6476557476,6638682476,744986,765380,1041,15889
201902,3,20189463,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,4579895005,10731048153,583931,1342284,1185,22134
201902,4,20180290,아쿠아맨,2018-12-19,3280367985,43125574814,376364,4920735,1086,17974
201902,5,20183915,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,2230727440,2236613440,289224,289878,763,7597
201902,6,20185485,보헤미안 랩소디,2018-10-31,1520847090,84971052385,175290,9785679,653,8555
201902,7,20184574,그린 북,2019-01-09,821545524,889374224,92682,99569,398,4521
201902,8,20186281,범블비,2018-12-25,518826110,13026874637,63391,1553491,632,5383
201902,9,20170658,PMC: 더 벙커,2018-12-26,488207980,13976452874,57525,1665200,670,5991
201902,10,20175547,스윙키즈,2018-12-19,278702060,12026480662,34868,1462874,510,2768
201901,1,20180290,아쿠아맨,2018-12-19,11718939748,39845206829,1340208,4544371,1161,29235
201901,2,20189463,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,6108758148,6151153148,753837,758353,1453,16544
201901,3,20170658,PMC: 더 벙커,2018-12-26,5122542977,13488244894,593770,1607675,957,20588
201901,4,20185485,보헤미안 랩소디,2018-10-31,4298303750,83450205295,492255,9610389,732,12623
201901,5,20186281,범블비,2018-12-25,3630921325,12508048527,433957,1490100,799,14944
201901,6,20175547,스윙키즈,2018-12-19,1930657550,11747778602,232855,1428006,662,8186
201901,7,20183785,점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,1438994800,4082991550,187427,521053,581,5053
201901,8,20184187,언니,2019-01-01,1530484850,1541639850,171095,172338,530,8218
201901,9,20184105,말모이,2019-01-09,868754600,1172201600,98615,151979,449,1524
201901,10,20182421,그린치,2018-12-19,639176050,4129184050,84999,543813,449,2657
201852,1,20180290,아쿠아맨,2018-12-19,16859650283,28126267081,1954103,3204163,1285,28381
201852,2,20186281,범블비,2018-12-25,8841905202,8877127202,1052442,1056143,1016,23320
201852,3,20170658,PMC: 더 벙커,2018-12-26,8186763417,8365701917,991869,1013905,1081,22425
201852,4,20185485,보헤미안 랩소디,2018-10-31,5321389181,79151901545,616008,9118134,784,10266
201852,5,20168773,마약왕,2018-12-19,4938013500,15575318452,577646,1787825,1075,14800
201852,6,20175547,스윙키즈,2018-12-19,4338921400,9817121052,534206,1195151,831,11773
201852,7,20183785,점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,2584899750,2643996750,327110,333626,672,5521
201852,8,20182421,그린치,2018-12-19,1981294750,3490008000,259433,458814,694,5211
201852,9,20183479,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,2018-12-19,1142229750,2024729550,147214,259753,444,2768
201852,10,20183238,스파이더맨: 뉴 유니버스,2018-12-12,728616000,5213784726,86533,628327,259,1849
201851,1,20180290,아쿠아맨,2018-12-19,11264691798,11266616798,1249885,1250060,1272,21533
201851,2,20168773,마약왕,2018-12-19,10568560952,10637304952,1202982,1210179,1297,25645
201851,3,20175547,스윙키즈,2018-12-19,4623766152,5478199652,559956,660945,984,16959
201851,4,20185485,보헤미안 랩소디,2018-10-31,4789971550,73830512364,559627,8502126,972,14270
201851,5,20182421,그린치,2018-12-19,1480282250,1508713250,195695,199381,724,5125
201851,6,20177552,국가부도의 날,2018-11-28,1471409250,30658136987,187915,3723913,966,9614
201851,7,20183238,스파이더맨: 뉴 유니버스,2018-12-12,1238053400,4485168726,151467,541794,677,6207
201851,8,20179230,도어락,2018-12-05,916063700,12682342036,118610,1546002,808,7213
201851,9,20183479,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,2018-12-19,875749800,882499800,111789,112539,489,2187
201851,10,20183375,극장판 포켓몬스터 모두의 이야기,2018-12-19,664097750,677677750,85371,86997,493,2427
201850,1,20185485,보헤미안 랩소디,2018-10-31,7583573500,69040540814,882316,7942499,1004,23722
201850,2,20177552,국가부도의 날,2018-11-28,6783099786,29186727737,811700,3535998,1012,27182
201850,3,20179230,도어락,2018-12-05,4854658826,11766278336,599827,1427392,919,24395
201850,4,20183238,스파이더맨: 뉴 유니버스,2018-12-12,3211507676,3247115326,386892,390327,722,13772
201850,5,20189843,호두까기 인형과 4개의 왕국,2018-12-06,1431980900,3373284500,178489,408425,260,6135
201850,6,20182082,부탁 하나만 들어줘,2018-12-12,736679438,764048438,84096,87501,461,6117
201850,7,20175547,스윙키즈,2018-12-19,723472500,854433500,82008,100989,418,1804
201850,8,20178825,모털 엔진,2018-12-05,460870200,2283632469,58698,262070,574,4526
201850,9,20183745,런닝맨 : 풀룰루의 역습,2018-12-05,438019900,1378160850,57836,180709,394,2546
201850,10,20177538,완벽한 타인,2018-10-31,383918800,44168998724,48328,5270621,290,2625
201849,1,20177552,국가부도의 날,2018-11-28,9645448440,22403627951,1152417,2724298,1173,33346
201849,2,20185485,보헤미안 랩소디,2018-10-31,8763992041,61456967314,1013235,7060183,1060,26016
201849,3,20179230,도어락,2018-12-05,6803074510,6911619510,811749,827565,954,21540
201849,4,20189843,호두까기 인형과 4개의 왕국,2018-12-06,1939943600,1941303600,229766,229936,294,4978
201849,5,20178825,모털 엔진,2018-12-05,1822762269,1822762269,203372,203372,661,10359
201849,6,20183745,런닝맨 : 풀룰루의 역습,2018-12-05,933651950,940140950,122152,122873,511,2435
201849,7,20184481,성난황소,2018-11-22,890602650,13046748087,115599,1567264,617,7181
201849,8,20177538,완벽한 타인,2018-10-31,717582950,43785079924,90250,5222293,517,4759
201849,9,20181905,후드,2018-11-28,366181800,2142023349,49400,276658,571,4315
201849,10,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,333241800,20736646318,41505,2403686,385,2192
201848,1,20177552,국가부도의 날,2018-11-28,12639526511,12758179511,1558197,1571881,1180,29905
201848,2,20185485,보헤미안 랩소디,2018-10-31,11726148438,52692975273,1402497,6046948,1119,29082
201848,3,20184481,성난황소,2018-11-22,4184370851,12156145437,530647,1451665,992,20266
201848,4,20177538,완벽한 타인,2018-10-31,1924793250,43067496974,241689,5132043,681,10379
201848,5,20181905,후드,2018-11-28,1756970049,1775841549,225253,227258,628,9587
201848,6,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,1568920012,20403404518,196437,2362181,734,8799
201848,7,20183073,베일리 어게인,2018-11-22,273956400,674691900,33185,78439,189,2363
201848,8,20181171,바울,2018-10-31,213875950,1812908500,28077,229837,129,893
201848,9,20183007,거미줄에 걸린 소녀,2018-11-28,196955650,200609650,24766,25172,313,2549
201848,10,20182966,투 프렌즈,2018-11-29,149914650,153100650,20065,20419,273,1001
201847,1,20185485,보헤미안 랩소디,2018-10-31,13099435464,40966826835,1506433,4644451,1164,31656
201847,2,20184481,성난황소,2018-11-22,7289149536,7971774586,842412,921018,1010,18356
201847,3,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,5508315436,18834484506,645891,2165744,1322,28160
201847,4,20177538,완벽한 타인,2018-10-31,4492421000,41142703724,539882,4890354,874,20606
201847,5,20183050,번 더 스테이지: 더 무비,2018-11-15,534896000,2533014600,63334,298402,178,1630
201847,6,20183073,베일리 어게인,2018-11-22,390310600,400735500,44142,45254,170,2251
201847,7,20181171,바울,2018-10-31,322439700,1599032550,41483,201760,148,1341
201847,8,20182935,출국,2018-11-14,266180450,568211850,34432,71407,274,1737
201847,9,20182669,툴리,2018-11-22,198840900,207640900,23225,24325,138,1146
201847,10,20186822,너의 췌장을 먹고 싶어,2018-11-15,115114900,382540405,15028,48910,285,1459
201846,1,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,13326169070,13326169070,1519853,1519853,1601,37186
201846,2,20185485,보헤미안 랩소디,2018-10-31,11279419770,27867391371,1294853,3138018,1179,24766
201846,3,20177538,완벽한 타인,2018-10-31,8096374375,36650282724,974724,4350472,1252,29671
201846,4,20183050,번 더 스테이지: 더 무비,2018-11-15,1998118600,1998118600,235068,235068,243,2321
201846,5,20170513,동네사람들,2018-11-07,724797450,3707445912,93410,445625,687,7788
201846,6,20184481,성난황소,2018-11-22,621193050,682625050,71087,78606,311,1090
201846,7,20181171,바울,2018-10-31,408635000,1276592850,51281,160277,196,1613
201846,8,20182935,출국,2018-11-14,295067400,302031400,36191,36975,261,2309
201846,9,20186822,너의 췌장을 먹고 싶어,2018-11-15,249158505,267425505,31710,33882,319,1830
201846,10,20189869,해피 투게더,2018-11-15,115249000,131818000,13904,15745,240,1338
201845,1,20177538,완벽한 타인,2018-10-31,14644885538,28553908349,1711146,3375748,1325,44759
201845,2,20185485,보헤미안 랩소디,2018-10-31,10252716988,16587971601,1133842,1843165,1098,26495
201845,3,20170513,동네사람들,2018-11-07,2961809462,2982648462,349542,352215,731,14334
201845,4,20181171,바울,2018-10-31,530902050,867957850,65953,108996,227,2022
201845,5,20174981,창궐,2018-10-25,517892150,13194934490,64735,1588443,586,7673
201845,6,20010291,해리포터와 마법사의 돌,2001-12-13,524570500,2279259500,57967,259733,32,1278
201845,7,20179006,여곡성,2018-11-08,491261300,500277300,54872,55997,212,3006
201845,8,20181404,벽 속에 숨은 마법시계,2018-10-31,326507650,1629652800,41891,211233,479,4318
201845,9,20180523,스타 이즈 본,2018-10-09,258389800,3995474850,33777,458917,160,1471
201845,10,20182693,구스범스: 몬스터의 역습,2018-11-07,170221500,175567500,20914,21400,167,2005
201844,1,20177538,완벽한 타인,2018-10-31,13522999911,13909022811,1622593,1664602,1313,28658
201844,2,20185485,보헤미안 랩소디,2018-10-31,6312578613,6335254613,706776,709323,936,16493
201844,3,20174981,창궐,2018-10-25,3865721726,12677042340,514730,1523708,1330,25475
201844,4,20181404,벽 속에 숨은 마법시계,2018-10-31,1300922150,1303145150,169095,169342,609,9212
201844,5,20010291,해리포터와 마법사의 돌,2001-12-13,836595000,1754689000,98289,201766,32,1234
201844,6,20180987,할로윈,2018-10-31,734043013,738318013,90017,90492,536,7088
201844,7,20179189,암수살인,2018-10-03,624317050,32916792648,79961,3777611,591,7520
201844,8,20189067,미쓰백,2018-10-11,494987050,5954309566,69853,710780,536,5294
201844,9,20180523,스타 이즈 본,2018-10-09,490725300,3737085050,58175,425140,272,2485
201844,10,20182403,크레이지 리치 아시안,2018-10-25,334230700,1278821141,41521,147806,487,4392
201843,1,20174981,창궐,2018-10-25,8753528814,8811320614,1002123,1008978,1351,26324
201843,2,20179189,암수살인,2018-10-03,2561530527,32292475598,300873,3697650,827,20591
